Rooms,Type,Price,Distance,Bathroom,Car,Region,LogPrice
4.0,h,900000.0,17.9,2.0,2.0,Southern Metropolitan,13.710150042306449
3.0,h,862000.0,17.5,1.0,2.0,South-Eastern Metropolitan,13.66701054964583
4.0,h,1910000.0,3.6,1.0,2.0,Northern Metropolitan,14.462613800022813
3.0,h,1270000.0,6.7,2.0,2.0,Northern Metropolitan,14.054527458434775
3.0,h,1215000.0,6.7,2.0,2.0,Northern Metropolitan,14.010254634756786
4.0,h,1480000.0,6.7,2.0,2.0,Northern Metropolitan,14.207552645740298
4.0,h,530000.0,20.6,2.0,2.0,Northern Metropolitan,13.180632285528304
3.0,h,570000.0,20.6,1.0,2.0,Northern Metropolitan,13.253391639810733
2.0,h,935000.0,23.0,1.0,1.0,Eastern Metropolitan,13.748301808270824
3.0,h,887000.0,23.0,2.0,2.0,Eastern Metropolitan,13.695600261291716
3.0,h,480888.0,14.0,1.0,3.0,Northern Metropolitan,13.083389673741692
4.0,h,760000.0,24.7,2.0,2.0,South-Eastern Metropolitan,13.541073712262515
3.0,h,792000.0,24.7,2.0,2.0,South-Eastern Metropolitan,13.582316670796564
3.0,h,600000.0,18.0,2.0,2.0,Western Metropolitan,13.304684934198283
4.0,h,501000.0,27.7,2.0,2.0,Western Metropolitan,13.124361380067002
3.0,h,880000.0,22.2,1.0,1.0,South-Eastern Metropolitan,13.687677186454389
5.0,h,1500000.0,12.4,3.0,3.0,Eastern Metropolitan,14.22097566607244
4.0,h,2372500.0,12.4,2.0,2.0,Eastern Metropolitan,14.880221294956703
4.0,h,1268000.0,14.3,2.0,2.0,Eastern Metropolitan,14.052951413979308
4.0,h,1250000.0,14.3,2.0,1.0,Eastern Metropolitan,14.038654109278484
4.0,h,1128000.0,14.3,2.0,2.0,Eastern Metropolitan,13.935956711040141
3.0,h,2260000.0,14.3,1.0,2.0,Eastern Metropolitan,14.630875371248468
4.0,h,1280000.0,16.1,2.0,2.0,Eastern Metropolitan,14.0623706358958
3.0,h,578000.0,25.9,2.0,2.0,Northern Victoria,13.267329147654515
3.0,h,916500.0,18.0,2.0,1.0,Eastern Metropolitan,13.728317346261896
3.0,h,1055000.0,18.0,2.0,2.0,Eastern Metropolitan,13.869051324892304
3.0,h,1320000.0,18.0,2.0,3.0,Eastern Metropolitan,14.093142294562554
4.0,h,652000.0,19.6,2.0,4.0,Northern Metropolitan,13.38779984090879
3.0,h,584000.0,19.6,1.0,1.0,Northern Metropolitan,13.277656261810364
3.0,h,637000.0,19.6,2.0,1.0,Northern Metropolitan,13.3645249345543
4.0,h,792000.0,24.8,2.0,1.0,Eastern Metropolitan,13.582316670796564
4.0,h,840000.0,24.8,3.0,2.0,Eastern Metropolitan,13.641157170819497
5.0,h,2372500.0,2.1,2.0,2.0,Northern Metropolitan,14.841552153797549
4.0,h,1120000.0,15.4,2.0,0.0,Eastern Metropolitan,13.928839243271277
3.0,h,631000.0,12.9,2.0,2.0,Western Metropolitan,13.35506114152335
5.0,h,1950000.0,16.7,3.5,2.0,Eastern Metropolitan,14.48333993053993
3.0,h,1100000.0,16.7,2.0,2.0,Eastern Metropolitan,13.9108207377686
3.0,h,1335000.0,16.7,1.0,2.0,Eastern Metropolitan,14.104441849816487
4.0,h,1100000.0,16.7,2.0,3.0,Eastern Metropolitan,13.9108207377686
3.0,h,640000.0,11.2,1.0,2.0,Northern Metropolitan,13.369223455335854
5.0,h,2200000.0,13.8,3.0,2.0,Southern Metropolitan,14.603967918328545
4.0,h,1467000.0,13.8,2.0,2.0,Southern Metropolitan,14.198730057125118
3.0,h,2372500.0,5.3,2.0,2.0,Southern Metropolitan,14.790070197962406
4.0,h,2250000.0,6.2,3.0,2.0,Southern Metropolitan,14.626440774180603
4.0,h,1126000.0,21.3,2.0,3.0,Eastern Metropolitan,13.934182087681773
4.0,h,550000.0,18.0,2.0,2.0,Western Metropolitan,13.217673557208654
4.0,h,551500.0,18.4,2.0,4.0,Western Metropolitan,13.220397117675693
3.0,h,468000.0,18.4,1.0,2.0,Western Metropolitan,13.056223574899784
3.0,h,585000.0,18.4,3.0,3.0,Western Metropolitan,13.279367126213993
3.0,h,1407000.0,12.3,3.0,4.0,Southern Metropolitan,14.156970336096526
3.0,h,1465000.0,7.8,2.0,2.0,Eastern Metropolitan,14.197365800433305
4.0,h,1865000.0,7.8,2.0,1.0,Eastern Metropolitan,14.438771611060053
4.0,h,810000.0,11.7,2.0,2.0,Western Metropolitan,13.604789526648622
3.0,h,965000.0,11.7,2.0,2.0,Western Metropolitan,13.779883380321124
2.0,h,1341000.0,5.4,1.0,2.0,Southern Metropolitan,14.108926162263815
4.0,h,2000000.0,5.4,2.0,2.0,Southern Metropolitan,14.508657738524219
3.0,h,1975000.0,7.3,2.0,5.0,Southern Metropolitan,14.496078956317358
4.0,h,920000.0,25.2,2.0,2.0,South-Eastern Metropolitan,13.732128949025222
4.0,h,885000.0,25.2,2.0,2.0,South-Eastern Metropolitan,13.693342923990066
3.0,h,751000.0,25.2,1.0,2.0,South-Eastern Metropolitan,13.529160930746272
3.0,h,792000.0,25.2,2.0,1.0,South-Eastern Metropolitan,13.582316670796564
4.0,h,906000.0,26.0,2.0,4.0,Eastern Metropolitan,13.716794585025117
3.0,h,757500.0,26.0,2.0,2.0,Eastern Metropolitan,13.53777881636566
3.0,h,808000.0,16.3,1.0,2.0,Northern Metropolitan,13.602317337503232
3.0,h,875000.0,6.4,2.0,1.0,Western Metropolitan,13.681979165339751
4.0,h,910000.0,6.4,1.0,3.0,Western Metropolitan,13.721199878493033
4.0,h,2200000.0,8.4,2.0,2.0,Southern Metropolitan,14.603967918328545
4.0,h,2372500.0,8.4,3.0,2.0,Southern Metropolitan,14.780972333844879
4.0,h,1850000.0,8.4,2.0,4.0,Southern Metropolitan,14.430696197054507
3.0,h,475000.0,17.4,1.0,1.0,Northern Metropolitan,13.071070083016778
7.0,h,710000.0,31.7,3.5,3.0,Western Victoria,13.473020249017498
3.0,h,580000.0,29.8,1.0,1.0,Western Victoria,13.270783382522602
4.0,h,356000.0,31.7,1.0,1.0,Northern Victoria,12.782686009834167
3.0,t,825000.0,20.0,3.0,2.0,South-Eastern Metropolitan,13.623138665316818
4.0,h,550000.0,25.9,2.0,2.0,Northern Metropolitan,13.217673557208654
3.0,h,640000.0,25.9,2.0,2.0,Northern Metropolitan,13.369223455335854
3.0,h,660000.0,17.9,2.0,1.0,Northern Metropolitan,13.399995114002609
3.0,h,667500.0,17.9,2.0,4.0,Northern Metropolitan,13.411294669256542
4.0,h,720000.0,17.9,2.0,1.0,Northern Metropolitan,13.487006490992238
4.0,h,665000.0,17.9,2.0,3.0,Northern Metropolitan,13.407542319637992
4.0,h,900000.0,16.2,2.0,2.0,Eastern Metropolitan,13.710150042306449
3.0,h,1261000.0,14.3,1.0,1.0,Southern Metropolitan,14.047415614947056
3.0,h,760000.0,26.5,1.0,3.0,Eastern Victoria,13.541073712262515
4.0,h,1510000.0,14.2,2.0,2.0,Eastern Metropolitan,14.227620208791107
5.0,h,1300000.0,14.2,3.0,2.0,Eastern Metropolitan,14.077874822431765
4.0,h,1375000.0,18.8,2.0,2.0,South-Eastern Metropolitan,14.133964289082808
3.0,h,1450000.0,10.1,2.0,2.0,Southern Metropolitan,14.187074114396758
3.0,h,1450000.0,10.1,1.0,1.0,Southern Metropolitan,14.187074114396758
4.0,h,1230000.0,6.2,2.0,2.0,Western Metropolitan,14.0225247273486
3.0,h,753000.0,22.7,1.0,1.0,South-Eastern Metropolitan,13.531820506782031
3.0,h,892500.0,5.3,2.0,0.0,Northern Metropolitan,13.70178179263593
4.0,h,1850000.0,5.3,2.0,1.0,Northern Metropolitan,14.430696197054507
5.0,h,1950000.0,15.4,3.0,4.0,Eastern Metropolitan,14.48333993053993
3.0,h,930000.0,11.2,1.0,2.0,Northern Metropolitan,13.742939865129438
4.0,h,1050000.0,11.2,2.0,4.0,Northern Metropolitan,13.864300722133706
5.0,h,1390000.0,11.2,3.5,4.0,Northern Metropolitan,14.144814305106875
3.0,h,997000.0,12.3,2.0,2.0,Southern Metropolitan,13.812506048943975
3.0,h,915000.0,15.5,1.0,1.0,South-Eastern Metropolitan,13.726679344257658
4.0,h,1175000.0,15.5,2.0,2.0,South-Eastern Metropolitan,13.976778705560397
2.0,h,1070000.0,15.5,2.0,2.0,South-Eastern Metropolitan,13.883169206438088
3.0,h,905000.0,8.5,2.0,3.0,Northern Metropolitan,13.715690222682063
3.0,h,640000.0,14.7,2.0,2.0,Western Metropolitan,13.369223455335854
3.0,h,647000.0,14.7,2.0,2.0,Western Metropolitan,13.380101573483037
3.0,h,673000.0,14.7,2.0,2.0,Western Metropolitan,13.419500608626866
4.0,h,1670000.0,3.5,2.0,1.0,Southern Metropolitan,14.328334184392938
2.0,h,1000000.0,4.6,1.0,0.0,Southern Metropolitan,13.815510557964274
3.0,h,950000.0,8.4,1.0,1.0,Northern Metropolitan,13.764217263576723
3.0,h,980000.0,12.0,2.0,3.0,Northern Metropolitan,13.795307850646754
3.0,h,570000.0,12.0,2.0,1.0,Northern Metropolitan,13.253391639810733
3.0,h,1055000.0,12.0,1.0,3.0,Northern Metropolitan,13.869051324892304
3.0,h,690000.0,12.0,1.0,1.0,Northern Metropolitan,13.444446876573442
3.0,h,821000.0,12.0,1.0,2.0,Northern Metropolitan,13.618278388434565
3.0,h,1076000.0,12.0,1.0,3.0,Northern Metropolitan,13.888761019703868
3.0,h,850000.0,12.0,1.0,1.0,Northern Metropolitan,13.652991628466498
3.0,h,1400000.0,2.4,2.0,0.0,Northern Metropolitan,14.151982794585487
4.0,h,965800.0,19.9,2.0,3.0,Eastern Metropolitan,13.78071205242158
3.0,h,570000.0,20.6,2.0,1.0,Northern Metropolitan,13.253391639810733
4.0,h,610000.0,20.6,2.0,2.0,Northern Metropolitan,13.321214236149494
4.0,h,577500.0,20.6,3.0,2.0,Northern Metropolitan,13.266463721378086
4.0,h,1650000.0,15.2,2.0,2.0,Southern Metropolitan,14.316285845876763
4.0,h,759000.0,15.5,2.0,2.0,Western Metropolitan,13.539757056377766
3.0,h,835000.0,11.0,1.0,1.0,Western Metropolitan,13.635187003832993
2.0,h,768000.0,5.1,1.0,0.0,Western Metropolitan,13.551545012129809
3.0,h,520000.0,20.5,1.0,4.0,Northern Metropolitan,13.16158409055761
4.0,h,652000.0,20.5,2.0,2.0,Northern Metropolitan,13.38779984090879
3.0,h,1640000.0,2.7,1.0,1.0,Southern Metropolitan,14.310206799800381
3.0,t,1560000.0,2.7,2.0,2.0,Southern Metropolitan,14.26019637922572
2.0,h,740000.0,20.8,1.0,1.0,South-Eastern Metropolitan,13.514405465180353
3.0,h,680000.0,14.0,2.0,2.0,Western Metropolitan,13.42984807715229
3.0,h,2102000.0,5.0,2.0,1.0,Southern Metropolitan,14.558399830419033
3.0,h,1640000.0,8.2,3.0,3.0,Western Metropolitan,14.310206799800381
3.0,h,480000.0,31.7,1.0,1.0,Western Metropolitan,13.081541382884074
4.0,h,840000.0,31.7,2.0,6.0,Western Metropolitan,13.641157170819497
6.0,h,720000.0,10.5,3.0,5.0,Western Metropolitan,13.487006490992238
3.0,h,748000.0,10.5,1.0,4.0,Western Metropolitan,13.525158256956614
4.0,h,910500.0,10.5,2.0,2.0,Western Metropolitan,13.7217491781498
5.0,h,2372500.0,10.2,2.0,2.0,Southern Metropolitan,14.938815459222756
3.0,h,461000.0,18.4,2.0,2.0,Western Metropolitan,13.041153321978786
4.0,h,652000.0,18.4,2.0,2.0,Western Metropolitan,13.38779984090879
4.0,h,675000.0,18.0,2.0,2.0,Western Metropolitan,13.422467969854667
3.0,h,1500000.0,12.4,1.0,2.0,Eastern Metropolitan,14.22097566607244
5.0,h,1506000.0,12.4,3.0,3.0,Eastern Metropolitan,14.224967687341977
3.0,h,665000.0,15.3,1.0,2.0,Northern Metropolitan,13.407542319637992
3.0,h,1720000.0,7.0,1.0,6.0,Northern Metropolitan,14.357834848789636
2.0,h,1260000.0,7.0,1.0,2.0,Northern Metropolitan,14.04662227892766
2.0,h,830000.0,7.0,1.0,1.0,Northern Metropolitan,13.62918097977278
3.0,h,700000.0,12.9,2.0,2.0,Western Metropolitan,13.458835614025542
4.0,h,1600000.0,17.2,3.5,7.0,Eastern Metropolitan,14.28551418721001
3.0,h,1600000.0,17.2,3.5,7.0,Eastern Metropolitan,14.28551418721001
4.0,h,1320000.0,17.2,2.0,2.0,Eastern Metropolitan,14.093142294562554
5.0,h,1250000.0,14.7,2.0,2.0,Eastern Metropolitan,14.038654109278484
3.0,h,1050000.0,14.7,2.0,2.0,Eastern Metropolitan,13.864300722133706
3.0,h,940000.0,14.7,2.0,3.0,Eastern Metropolitan,13.753635154246187
3.0,h,457000.0,14.7,2.0,2.0,Western Metropolitan,13.032438669876342
4.0,h,490500.0,14.7,2.0,2.0,Western Metropolitan,13.103180557987555
3.0,h,630000.0,14.7,1.0,2.0,Western Metropolitan,13.353475098367715
3.0,h,545000.0,14.7,1.0,2.0,Western Metropolitan,13.208541073645382
2.0,h,547000.0,14.7,1.0,1.0,Western Metropolitan,13.212204081404119
4.0,h,760000.0,16.5,2.0,2.0,Northern Metropolitan,13.541073712262515
4.0,h,755000.0,16.5,2.0,2.0,Northern Metropolitan,13.534473028231162
4.0,h,975000.0,16.7,2.0,2.0,South-Eastern Metropolitan,13.790192749979985
4.0,h,1150000.0,16.7,2.0,2.0,South-Eastern Metropolitan,13.955272500339433
4.0,h,850000.0,17.6,2.0,2.0,Western Metropolitan,13.652991628466498
3.0,h,1800000.0,6.8,1.0,2.0,Western Metropolitan,14.403297222866392
3.0,h,1050000.0,6.8,2.0,2.0,Western Metropolitan,13.864300722133706
4.0,h,880000.0,25.5,2.0,2.0,Northern Metropolitan,13.687677186454389
5.0,h,990000.0,12.7,3.0,2.0,Northern Metropolitan,13.805460222110773
3.0,h,781000.0,12.7,2.0,1.0,Northern Metropolitan,13.568330428821824
3.0,h,910000.0,6.3,1.0,2.0,Western Metropolitan,13.721199878493033
4.0,h,850000.0,6.3,2.0,2.0,Western Metropolitan,13.652991628466498
4.0,h,1700000.0,7.5,2.0,2.0,Western Metropolitan,14.346138809026444
5.0,h,1825000.0,7.5,2.0,2.0,Western Metropolitan,14.417090544998729
3.0,h,860000.0,10.4,1.0,1.0,Western Metropolitan,13.664687668229691
3.0,h,807000.0,10.4,1.0,2.0,Western Metropolitan,13.601078947252086
3.0,h,1060000.0,11.0,1.0,3.0,Western Metropolitan,13.87377946608825
3.0,t,541500.0,15.5,2.0,1.0,Western Metropolitan,13.202098345423183
4.0,h,820000.0,15.5,2.0,5.0,Western Metropolitan,13.617059619240436
4.0,h,1205000.0,9.4,2.0,4.0,Western Metropolitan,14.001990124906893
5.0,h,1325000.0,4.3,3.0,2.0,Western Metropolitan,14.09692301740246
4.0,h,1690000.0,4.3,2.0,2.0,Western Metropolitan,14.340239086899256
3.0,h,1750000.0,4.3,2.0,1.0,Western Metropolitan,14.375126345899696
3.0,h,1050000.0,4.3,2.0,1.0,Western Metropolitan,13.864300722133706
3.0,h,1825000.0,10.2,1.0,2.0,Southern Metropolitan,14.417090544998729
3.0,h,881000.0,9.5,1.0,2.0,Western Metropolitan,13.688812904918317
4.0,h,1068000.0,9.5,2.0,1.0,Western Metropolitan,13.881298298502276
4.0,h,2372500.0,7.9,3.0,2.0,Southern Metropolitan,15.547166103122624
4.0,h,1930000.0,9.7,2.0,4.0,Southern Metropolitan,14.473030560881067
5.0,h,2372500.0,9.7,3.5,4.0,Southern Metropolitan,15.214227439082721
4.0,h,1800000.0,9.7,1.0,2.0,Southern Metropolitan,14.403297222866392
4.0,h,1720000.0,9.7,2.0,2.0,Southern Metropolitan,14.357834848789636
3.0,h,1950000.0,9.7,1.0,1.0,Southern Metropolitan,14.48333993053993
4.0,h,2275000.0,9.7,2.0,2.0,Southern Metropolitan,14.637490610367188
4.0,h,800000.0,23.2,2.0,2.0,Eastern Metropolitan,13.592367006650065
4.0,h,1640000.0,13.8,2.0,2.0,Southern Metropolitan,14.310206799800381
3.0,t,850000.0,13.8,2.0,2.0,Southern Metropolitan,13.652991628466498
4.0,h,750000.0,34.7,2.0,2.0,South-Eastern Metropolitan,13.527828485512494
5.0,h,2372500.0,10.5,2.0,2.0,Southern Metropolitan,15.009433026436708
5.0,h,2372500.0,10.5,3.0,4.0,Southern Metropolitan,15.454507272639919
4.0,t,2372500.0,10.3,3.5,4.0,Southern Metropolitan,14.743729860703702
3.0,t,950000.0,10.3,2.0,2.0,Southern Metropolitan,13.764217263576723
4.0,h,2372500.0,10.3,3.0,2.0,Southern Metropolitan,14.845129975145433
6.0,h,2372500.0,10.3,3.5,4.0,Southern Metropolitan,14.9817814951062
2.0,h,1330000.0,10.3,2.0,2.0,Southern Metropolitan,14.100689500197937
4.0,h,1360000.0,5.2,1.0,2.0,Northern Metropolitan,14.122995257712235
4.0,h,1470000.0,5.2,2.0,1.0,Northern Metropolitan,14.20077295875492
5.0,h,1475000.0,4.0,3.5,2.0,Northern Metropolitan,14.204168547756057
4.0,h,1895000.0,4.0,3.0,2.0,Northern Metropolitan,14.454729396498664
2.0,u,420500.0,5.2,1.0,1.0,Northern Metropolitan,12.94919975839514
4.0,h,1336500.0,5.2,1.0,3.0,Northern Metropolitan,14.105564814561111
4.0,h,1225000.0,10.8,2.0,3.0,Eastern Metropolitan,14.018451401960965
3.0,h,820500.0,12.1,2.0,2.0,Northern Metropolitan,13.617669189512283
4.0,h,855000.0,12.1,2.0,2.0,Northern Metropolitan,13.658856747918897
3.0,h,1200000.0,10.4,1.0,2.0,Southern Metropolitan,13.997832114758229
3.0,h,1300000.0,10.4,1.0,3.0,Southern Metropolitan,14.077874822431765
3.0,h,970000.0,14.7,2.0,2.0,Eastern Metropolitan,13.785051350479566
5.0,h,2230000.0,7.7,2.0,3.0,Southern Metropolitan,14.6175121434363
4.0,t,1890000.0,7.7,3.0,2.0,Southern Metropolitan,14.452087387035824
3.0,h,668000.0,16.6,1.0,2.0,Northern Metropolitan,13.412043452518782
5.0,h,2372500.0,8.4,3.0,3.0,Southern Metropolitan,14.98799269519884
3.0,t,1260000.0,10.1,2.0,2.0,Southern Metropolitan,14.04662227892766
4.0,h,980000.0,31.2,1.0,3.0,South-Eastern Metropolitan,13.795307850646754
3.0,h,560000.0,34.9,2.0,1.0,South-Eastern Metropolitan,13.235692062711331
4.0,h,1150000.0,11.7,1.0,1.0,Southern Metropolitan,13.955272500339433
2.0,h,501000.0,27.0,1.0,1.0,South-Eastern Metropolitan,13.124361380067002
5.0,h,1495000.0,17.9,2.0,3.0,Southern Metropolitan,14.217636764806924
4.0,h,1163000.0,16.7,1.0,3.0,South-Eastern Metropolitan,13.966513431500802
3.0,h,881000.0,17.5,1.0,2.0,South-Eastern Metropolitan,13.688812904918317
3.0,h,1600000.0,3.6,2.0,1.0,Northern Metropolitan,14.28551418721001
4.0,h,1380000.0,6.7,2.0,2.0,Northern Metropolitan,14.137594057133388
3.0,h,970000.0,6.7,1.0,2.0,Northern Metropolitan,13.785051350479566
3.0,h,1151000.0,6.7,1.0,2.0,Northern Metropolitan,13.95614168770402
3.0,h,935000.0,6.7,1.0,1.0,Northern Metropolitan,13.748301808270824
2.0,h,870000.0,6.7,1.0,1.0,Northern Metropolitan,13.676248490630767
3.0,h,630000.0,33.0,2.0,6.0,Eastern Victoria,13.353475098367715
3.0,h,1460000.0,2.0,2.0,1.0,Northern Metropolitan,14.19394699368452
3.0,h,600000.0,20.6,2.0,2.0,Northern Metropolitan,13.304684934198283
3.0,h,468000.0,20.6,2.0,1.0,Northern Metropolitan,13.056223574899784
4.0,h,616000.0,20.6,2.0,2.0,Northern Metropolitan,13.331002242515657
4.0,h,583000.0,20.6,2.0,2.0,Northern Metropolitan,13.27594246533263
4.0,h,580000.0,20.6,2.0,2.0,Northern Metropolitan,13.270783382522602
3.0,t,470000.0,20.6,2.0,1.0,Northern Metropolitan,13.060487973686241
4.0,h,585000.0,20.6,1.0,2.0,Northern Metropolitan,13.279367126213993
4.0,h,660000.0,20.6,2.0,2.0,Northern Metropolitan,13.399995114002609
3.0,h,615000.0,20.6,1.0,3.0,Northern Metropolitan,13.329377546788654
2.0,h,945000.0,2.4,1.0,1.0,Northern Metropolitan,13.758940206475879
3.0,h,995000.0,23.0,1.0,1.0,Eastern Metropolitan,13.81049801614073
3.0,h,452000.0,14.0,1.0,1.0,Northern Metropolitan,13.021437458814368
3.0,h,475000.0,14.0,1.0,1.0,Northern Metropolitan,13.071070083016778
3.0,h,505500.0,14.0,1.0,1.0,Northern Metropolitan,13.133303317442664
4.0,h,723000.0,24.7,3.0,2.0,South-Eastern Metropolitan,13.491164501140902
3.0,h,2250000.0,7.9,2.0,2.0,Southern Metropolitan,14.626440774180603
5.0,h,1105000.0,22.2,3.0,2.0,South-Eastern Metropolitan,13.91535589293399
4.0,h,1325000.0,12.4,2.0,2.0,Eastern Metropolitan,14.09692301740246
4.0,h,1927000.0,14.3,2.0,2.0,Eastern Metropolitan,14.471474947396503
3.0,h,905000.0,14.3,2.0,2.0,Eastern Metropolitan,13.715690222682063
5.0,h,1440000.0,16.1,2.0,2.0,Eastern Metropolitan,14.180153671552183
4.0,h,570000.0,25.9,2.0,2.0,Northern Victoria,13.253391639810733
3.0,h,1000000.0,27.0,2.0,2.0,South-Eastern Metropolitan,13.815510557964274
5.0,h,2372500.0,7.2,3.0,2.0,Southern Metropolitan,14.978661367769956
3.0,h,1110000.0,7.5,1.0,2.0,Western Metropolitan,13.919870573288517
4.0,h,2372500.0,7.5,2.0,3.0,Western Metropolitan,14.713637319210758
6.0,h,2372500.0,7.5,3.0,5.0,Western Metropolitan,14.73180128983843
3.0,h,1275000.0,7.5,1.0,1.0,Western Metropolitan,14.058456736574664
4.0,h,1540000.0,8.2,1.0,1.0,Western Metropolitan,14.247292974389811
3.0,h,820000.0,8.2,2.0,2.0,Western Metropolitan,13.617059619240436
4.0,h,1655000.0,7.5,2.0,2.0,Western Metropolitan,14.319311566793301
3.0,h,1225000.0,5.7,2.0,2.0,Northern Metropolitan,14.018451401960965
3.0,h,710000.0,13.1,1.0,2.0,Northern Metropolitan,13.473020249017498
3.0,h,645000.0,13.1,1.0,4.0,Northern Metropolitan,13.37700559577791
3.0,h,910000.0,13.1,1.0,3.0,Northern Metropolitan,13.721199878493033
3.0,h,830000.0,13.1,1.0,1.0,Northern Metropolitan,13.62918097977278
3.0,t,542000.0,13.1,1.0,1.0,Northern Metropolitan,13.203021280421783
3.0,h,725000.0,24.8,2.0,3.0,Eastern Metropolitan,13.493926933836812
4.0,h,940000.0,24.8,2.0,5.0,Eastern Metropolitan,13.753635154246187
3.0,h,1305000.0,2.1,2.0,0.0,Northern Metropolitan,14.081713598738931
2.0,h,1450000.0,3.6,1.0,0.0,Northern Metropolitan,14.187074114396758
2.0,h,1175000.0,3.4,1.0,1.0,Northern Metropolitan,13.976778705560397
4.0,h,1420000.0,5.1,1.0,4.0,Western Metropolitan,14.166167429577444
3.0,h,700000.0,38.0,2.0,2.0,South-Eastern Metropolitan,13.458835614025542
4.0,h,595000.0,36.9,2.0,2.0,Eastern Victoria,13.296316684527767
4.0,h,737500.0,38.0,2.0,2.0,South-Eastern Metropolitan,13.511021367196111
3.0,h,682000.0,38.0,1.0,4.0,South-Eastern Metropolitan,13.432784936825598
3.0,h,1100000.0,45.9,2.0,2.0,Northern Victoria,13.9108207377686
3.0,h,590000.0,12.9,1.0,1.0,Western Metropolitan,13.287877815881902
3.0,h,650000.0,12.9,1.0,4.0,Western Metropolitan,13.38472764187182
5.0,h,2372500.0,7.3,2.0,2.0,Southern Metropolitan,14.780591454007862
3.0,h,1845000.0,7.3,2.0,4.0,Southern Metropolitan,14.427989835456765
4.0,h,2372500.0,7.3,2.0,2.0,Southern Metropolitan,14.7862894751225
3.0,h,2372500.0,16.7,1.0,1.0,Eastern Metropolitan,14.682611045647658
4.0,h,1150000.0,16.7,2.0,4.0,Eastern Metropolitan,13.955272500339433
5.0,h,2202000.0,16.7,3.0,2.0,Eastern Metropolitan,14.604876596264763
3.0,h,1605000.0,16.7,2.0,2.0,Eastern Metropolitan,14.288634314546254
3.0,h,1600000.0,16.7,2.0,2.0,Eastern Metropolitan,14.28551418721001
3.0,h,1000000.0,11.2,1.0,2.0,Northern Metropolitan,13.815510557964274
4.0,h,1030000.0,11.2,2.0,4.0,Northern Metropolitan,13.845069360205818
5.0,h,861960.0,11.2,2.0,4.0,Northern Metropolitan,13.666964144856848
3.0,h,1171000.0,11.2,1.0,2.0,Northern Metropolitan,13.973368642579855
3.0,h,611000.0,11.2,1.0,1.0,Northern Metropolitan,13.322852238153732
2.0,h,512000.0,11.2,1.0,2.0,Northern Metropolitan,13.146079904021645
3.0,h,750000.0,16.1,2.0,2.0,Northern Metropolitan,13.527828485512494
3.0,h,905000.0,16.1,2.0,2.0,Northern Metropolitan,13.715690222682063
3.0,h,715000.0,20.4,2.0,2.0,Northern Metropolitan,13.480037821676145
4.0,h,1210000.0,20.4,2.0,2.0,Northern Metropolitan,14.006130917572923
5.0,h,1020000.0,20.4,2.0,2.0,Northern Metropolitan,13.835313185260453
5.0,h,2372500.0,13.8,2.0,4.0,Southern Metropolitan,15.319587954740548
3.0,h,2372500.0,13.8,2.0,2.0,Southern Metropolitan,14.686803923907693
4.0,h,1900000.0,13.8,2.0,2.0,Southern Metropolitan,14.457364444136669
4.0,h,2372500.0,13.8,2.0,3.0,Southern Metropolitan,14.774860779298876
4.0,h,2372500.0,5.3,2.0,2.0,Southern Metropolitan,14.77677465548116
4.0,h,2372500.0,6.2,1.0,2.0,Southern Metropolitan,14.821641993838218
5.0,h,820000.0,21.3,3.0,2.0,Eastern Metropolitan,13.617059619240436
3.0,h,830000.0,21.3,2.0,2.0,Eastern Metropolitan,13.62918097977278
4.0,h,1540000.0,8.9,2.0,5.0,Eastern Metropolitan,14.247292974389811
3.0,h,705000.0,8.8,1.0,2.0,Eastern Metropolitan,13.465953081794405
4.0,h,645000.0,8.8,2.0,0.0,Eastern Metropolitan,13.37700559577791
3.0,h,1325000.0,16.0,2.0,1.0,Southern Metropolitan,14.09692301740246
3.0,h,1200000.0,16.0,1.0,2.0,Southern Metropolitan,13.997832114758229
5.0,h,680000.0,18.0,3.0,2.0,Western Metropolitan,13.42984807715229
4.0,h,693000.0,18.4,2.0,2.0,Western Metropolitan,13.448785278172041
3.0,h,660000.0,18.4,1.0,2.0,Western Metropolitan,13.399995114002609
3.0,h,605000.0,14.0,1.0,0.0,Northern Metropolitan,13.312983737012978
3.0,h,730000.0,11.7,2.0,1.0,Western Metropolitan,13.500799813124575
4.0,h,855000.0,11.7,2.0,6.0,Western Metropolitan,13.658856747918897
4.0,h,939000.0,3.4,2.0,1.0,Northern Metropolitan,13.7525707581904
4.0,h,2372500.0,5.4,3.0,3.0,Southern Metropolitan,15.034864464328512
3.0,h,1625000.0,5.4,2.0,2.0,Southern Metropolitan,14.301018373745976
4.0,h,1880000.0,7.3,1.0,1.0,Southern Metropolitan,14.446782334806132
5.0,h,794000.0,12.1,2.0,3.0,Northern Metropolitan,13.584838740229273
5.0,h,591000.0,16.3,1.0,2.0,Northern Metropolitan,13.289571296388235
4.0,h,663500.0,16.3,1.0,2.0,Northern Metropolitan,13.4052841327544
4.0,h,2372500.0,5.9,2.0,4.0,Southern Metropolitan,15.068273526459642
4.0,h,2372500.0,5.9,3.0,2.0,Southern Metropolitan,14.73180128983843
2.0,h,1235000.0,8.4,1.0,1.0,Southern Metropolitan,14.026581528044215
3.0,h,1200000.0,8.4,1.0,3.0,Southern Metropolitan,13.997832114758229
4.0,h,1880000.0,8.4,1.0,2.0,Southern Metropolitan,14.446782334806132
